Category,Metric,Value,Source,Description
gem5_stats,system.cpu.icache.demandMisses::total,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMisses::cpu.inst,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMisses::total,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandMissLatency::cpu.inst,13771000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandMissLatency::total,13771000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMissLatency::cpu.inst,13771000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMissLatency::total,13771000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandAccesses::cpu.inst,7286.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandAccesses::total,7286.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallAccesses::cpu.inst,7286.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallAccesses::total,7286.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandMissRate::cpu.inst,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandMissRate::total,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMissRate::cpu.inst,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMissRate::total,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandAvgMissLatency::cpu.inst,59873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandAvgMissLatency::total,59873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallAvgMissLatency::cpu.inst,59873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallAvgMissLatency::total,59873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.blockedCycles::no_mshrs,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.blockedCycles::no_targets,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.blockedCauses::no_mshrs,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.blockedCauses::no_targets,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.avgBlocked::no_mshrs,,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.avgBlocked::no_targets,,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.writebacks::writebacks,13.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.writebacks::total,13.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandMshrMisses::cpu.inst,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandMshrMisses::total,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMshrMisses::cpu.inst,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMshrMisses::total,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandMshrMissLatency::cpu.inst,13541000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandMshrMissLatency::total,13541000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMshrMissLatency::cpu.inst,13541000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMshrMissLatency::total,13541000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandMshrMissRate::cpu.inst,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandMshrMissRate::total,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMshrMissRate::cpu.inst,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallMshrMissRate::total,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandAvgMshrMissLatency::cpu.inst,58873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.demandAvgMshrMissLatency::total,58873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallAvgMshrMissLatency::cpu.inst,58873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.overallAvgMshrMissLatency::total,58873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.replacements,13.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.hits::cpu.inst,7056.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.hits::total,7056.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.misses::cpu.inst,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.misses::total,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.missLatency::cpu.inst,13771000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.missLatency::total,13771000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.accesses::cpu.inst,7286.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.accesses::total,7286.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.missRate::cpu.inst,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.missRate::total,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.avgMissLatency::cpu.inst,59873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.avgMissLatency::total,59873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.mshrMisses::cpu.inst,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.mshrMisses::total,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst,13541000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.mshrMissLatency::total,13541000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.mshrMissRate::cpu.inst,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.mshrMissRate::total,0.031567,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst,58873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.ReadReq.avgMshrMissLatency::total,58873.913043,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED,31497000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.tagsInUse,101.48024,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.totalRefs,7286.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.sampledRefs,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.avgRefs,31.678261,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.warmupTick,77000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.occupancies::cpu.inst,101.48024,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.avgOccs::cpu.inst,0.198204,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.avgOccs::total,0.198204,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.occupanciesTaskId::1024,217.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.ageTaskId_1024::0,82.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.ageTaskId_1024::1,135.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.ratioOccsTaskId::1024,0.423828,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.tagAccesses,14802.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.dataAccesses,14802.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED,31497000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.interrupts.clk_domain.clock,8000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.blockedCycles::no_mshrs,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.blockedCycles::no_targets,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.blockedCauses::no_mshrs,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.blockedCauses::no_targets,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.avgBlocked::no_mshrs,,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.avgBlocked::no_targets,,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.replacements,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED,31497000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.tags.tagsInUse,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.tags.totalRefs,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.tags.sampledRefs,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.tags.avgRefs,,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.tags.warmupTick,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.tags.tagAccesses,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.tags.dataAccesses,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED,31497000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.mmu.dtb.rdAccesses,1084.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.mmu.dtb.wrAccesses,943.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.mmu.dtb.rdMisses,11.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.mmu.dtb.wrMisses,9.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED,31497000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.mmu.itb.rdAccesses,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.mmu.itb.wrAccesses,7286.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.mmu.itb.rdMisses,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.mmu.itb.wrMisses,37.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED,31497000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.power_state.pwrStateResidencyTicks::ON,31497000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.thread_0.numInsts,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.thread_0.numOps,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.thread_0.numMemRefs,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu.workload.numSyscalls,11.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu_clk_domain.clock,500.0,stats.txt,gem5 simulation statistic
gem5_stats,system.cpu_voltage_domain.voltage,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.avgPriority_writebacks::samples,13.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.avgPriority_cpu.inst::samples,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.avgPriority_cpu.data::samples,135.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.priorityMinLatency,1.875e-08,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.priorityMaxLatency,5.495e-07,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.numReadWriteTurnArounds,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.numWriteReadTurnArounds,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.numStayReadState,751.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.numStayWriteState,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.readReqs,365.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.writeReqs,13.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.readBursts,365.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.writeBursts,13.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.servicedByWrQ,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.mergedWrBursts,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.neitherReadNorWriteReqs,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.avgRdQLen,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.avgWrQLen,5.56,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.numRdRetry,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.numWrRetry,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.readPktSize::0,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.readPktSize::1,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.readPktSize::2,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.readPktSize::3,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.readPktSize::4,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.readPktSize::5,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.readPktSize::6,365.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.writePktSize::0,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.writePktSize::1,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.writePktSize::2,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.writePktSize::3,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.writePktSize::4,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.writePktSize::5,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.writePktSize::6,13.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::0,365.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::1,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::2,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::3,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::4,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::5,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::6,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::7,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::8,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::9,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::10,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::11,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::12,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::13,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::14,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::15,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::16,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::17,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::18,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::19,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::20,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::21,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::22,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::23,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::24,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::25,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::26,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::27,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::28,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::29,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::30,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.rdQLenPdf::31,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::0,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::1,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::2,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::3,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::4,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::5,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::6,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::7,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::8,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::9,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::10,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::11,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::12,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::13,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::14,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::15,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::16,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::17,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::18,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::19,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::20,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::21,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::22,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::23,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::24,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::25,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::26,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::27,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::28,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::29,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::30,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::31,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::32,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::33,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::34,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::35,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::36,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::37,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::38,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::39,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::40,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::41,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::42,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::43,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::44,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::45,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::46,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::47,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::48,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::49,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::50,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::51,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::52,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::53,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::54,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::55,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::56,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::57,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::58,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::59,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::60,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::61,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::62,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.wrQLenPdf::63,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.bytesReadWrQ,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.bytesReadSys,23360.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.bytesWrittenSys,832.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.avgRdBWSys,741657935.6764137,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.avgWrBWSys,26415214.14737912,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.totGap,31218000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.avgGap,82587.3,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorReadBytes::cpu.inst,14720.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorReadBytes::cpu.data,8640.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorReadRate::cpu.inst,467346096.4536305,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorReadRate::cpu.data,274311839.22278315,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorReadAccesses::cpu.inst,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorReadAccesses::cpu.data,135.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorWriteAccesses::writebacks,13.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorReadTotalLat::cpu.inst,6326500.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorReadTotalLat::cpu.data,3672500.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorReadAvgLat::cpu.inst,27506.52,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorReadAvgLat::cpu.data,27203.7,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.requestorWriteAvgLat::writebacks,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesRead::cpu.inst,14720.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesRead::cpu.data,8640.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesRead::total,23360.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesInstRead::cpu.inst,14720.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesInstRead::total,14720.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.numReads::cpu.inst,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.numReads::cpu.data,135.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.numReads::total,365.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bwRead::cpu.inst,467346096.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bwRead::cpu.data,274311839.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bwRead::total,741657936.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bwInstRead::cpu.inst,467346096.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bwInstRead::total,467346096.0,stats.txt,gem5 simulation statistic
